Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Name.correspondent,Name.creator,Title,Alt ID.local,Relation.isPartOf,AltTitle.creator,AltTitle.descriptive,Date.creation,Alt ID.collection,Description.note,Publisher.placeOfOrigin,Coverage.geographic,Date.normalized,AltTitle.other,Format.medium
Minasian Collection of Armenian Materials,ark:/21198/zz002gd605,ark:/21198/zz002gd3qk,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_06_0286.tif,66,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 6, 286",uclamss_1632_01_06_0286,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd61p,ark:/21198/zz002gd3qk,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_06_0286back.tif,67,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 6, 286 back",uclamss_1632_01_06_0286back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd626,ark:/21198/zz002gd3qk,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_06_0287.tif,68,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 6, 287",uclamss_1632_01_06_0287,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd63q,ark:/21198/zz002gd3qk,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_06_0288.tif,69,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 6, 288",uclamss_1632_01_06_0288,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd647,ark:/21198/zz002gd3qk,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_06_0288back.tif,70,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 6, 288 back",uclamss_1632_01_06_0288back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd65r,ark:/21198/zz002gd3qk,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_06_0289.tif,71,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 6, 289",uclamss_1632_01_06_0289,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd668,ark:/21198/zz002gd3qk,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_06_0289back.tif,72,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 6, 289 back",uclamss_1632_01_06_0289back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd689,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0290.tif,1,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 290",uclamss_1632_01_07_0290,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd69t,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0290back.tif,2,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 290 back",uclamss_1632_01_07_0290back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6bb,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0291a.tif,3,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 291a",uclamss_1632_01_07_0291a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6cv,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0291b.tif,4,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 291b",uclamss_1632_01_07_0291b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6dc,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0291c.tif,5,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 291c",uclamss_1632_01_07_0291c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6fw,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0291d.tif,6,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 291d",uclamss_1632_01_07_0291d,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6gd,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0292.tif,7,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 292",uclamss_1632_01_07_0292,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6hx,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0292back.tif,8,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 292 back",uclamss_1632_01_07_0292back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6jf,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0293.tif,9,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 293",uclamss_1632_01_07_0293,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6kz,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0294.tif,10,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 294",uclamss_1632_01_07_0294,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6mg,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0294back.tif,11,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 294 back",uclamss_1632_01_07_0294back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6n0,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0295.tif,12,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 295",uclamss_1632_01_07_0295,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6ph,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0296.tif,13,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 296",uclamss_1632_01_07_0296,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6q1,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0296back.tif,14,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 296 back",uclamss_1632_01_07_0296back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6rj,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0297.tif,15,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 297",uclamss_1632_01_07_0297,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6s2,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0297back.tif,16,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 297 back",uclamss_1632_01_07_0297back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6tk,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0298a.tif,17,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 298a",uclamss_1632_01_07_0298a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6v3,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0298b.tif,18,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 298b",uclamss_1632_01_07_0298b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6wm,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0298c.tif,19,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 298c",uclamss_1632_01_07_0298c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6x4,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0299.tif,20,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 299",uclamss_1632_01_07_0299,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd6zn,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0300.tif,21,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 300",uclamss_1632_01_07_0300,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd70n,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0300back.tif,22,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 300 back",uclamss_1632_01_07_0300back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd715,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0301a.tif,23,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 301a",uclamss_1632_01_07_0301a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd72p,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0301b.tif,24,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 301b",uclamss_1632_01_07_0301b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd736,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0301c.tif,25,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 301c",uclamss_1632_01_07_0301c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd74q,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0302.tif,26,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 302",uclamss_1632_01_07_0302,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd757,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0302back.tif,27,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 302 back",uclamss_1632_01_07_0302back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd76r,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0303.tif,28,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 303",uclamss_1632_01_07_0303,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd778,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0304a.tif,29,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 304a",uclamss_1632_01_07_0304a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd78s,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0304b.tif,30,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 304b",uclamss_1632_01_07_0304b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd799,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0304c.tif,31,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 304c",uclamss_1632_01_07_0304c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7bt,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0305.tif,32,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 305",uclamss_1632_01_07_0305,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7cb,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0305back.tif,33,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 305 back",uclamss_1632_01_07_0305back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7dv,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0306a.tif,34,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 306a",uclamss_1632_01_07_0306a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7fc,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0306b.tif,35,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 306b",uclamss_1632_01_07_0306b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7gw,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0306c.tif,36,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 306c",uclamss_1632_01_07_0306c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7hd,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0307.tif,37,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 307",uclamss_1632_01_07_0307,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7jx,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0307back.tif,38,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 307 back",uclamss_1632_01_07_0307back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7kf,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0308.tif,39,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 308",uclamss_1632_01_07_0308,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7mz,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0309.tif,40,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 309",uclamss_1632_01_07_0309,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7ng,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0310.tif,41,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 310",uclamss_1632_01_07_0310,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7p0,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0310back.tif,42,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 310 back",uclamss_1632_01_07_0310back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7qh,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0312a.tif,43,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 312a",uclamss_1632_01_07_0312a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7r1,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0312b.tif,44,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 312b",uclamss_1632_01_07_0312b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7sj,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0312c.tif,45,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 312c",uclamss_1632_01_07_0312c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7t2,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0313.tif,46,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 313",uclamss_1632_01_07_0313,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7vk,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0313back.tif,47,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 313 back",uclamss_1632_01_07_0313back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7w3,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0314.tif,48,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 314",uclamss_1632_01_07_0314,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7xm,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0315a.tif,49,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 315a",uclamss_1632_01_07_0315a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd7z4,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0315b.tif,50,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 315b",uclamss_1632_01_07_0315b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd804,ark:/21198/zz002gd67s,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_07_0315c.tif,51,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 7, 315c",uclamss_1632_01_07_0315c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd825,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0316a.tif,1,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 316a",uclamss_1632_01_08_0316a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd83p,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0316b.tif,2,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 316b",uclamss_1632_01_08_0316b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd846,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0316c.tif,3,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 316c",uclamss_1632_01_08_0316c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd85q,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0317.tif,4,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 317",uclamss_1632_01_08_0317,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd867,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0317back.tif,5,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 317 back",uclamss_1632_01_08_0317back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd87r,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0318.tif,6,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 318",uclamss_1632_01_08_0318,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd888,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0319a.tif,7,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 319a",uclamss_1632_01_08_0319a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd89s,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0319b.tif,8,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 319b",uclamss_1632_01_08_0319b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd8b9,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0319c.tif,9,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 319c",uclamss_1632_01_08_0319c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd8ct,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0320a.tif,10,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 320a",uclamss_1632_01_08_0320a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd8db,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0320b.tif,11,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 320b",uclamss_1632_01_08_0320b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd8fv,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0320c.tif,12,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 320c",uclamss_1632_01_08_0320c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd8gc,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0321.tif,13,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 321",uclamss_1632_01_08_0321,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd8hw,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0321back.tif,14,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 321 back",uclamss_1632_01_08_0321back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd8jd,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0322.tif,15,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 322",uclamss_1632_01_08_0322,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gd8kx,ark:/21198/zz002gd81n,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_08_0322back.tif,16,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 8, 322 back",uclamss_1632_01_08_0322back,,,,,,,,,,,
